,battery_power,clock_speed,dual_sim,four_g,px_height,px_width,ram,talk_time,three_g,touch_screen,wifi,price_range,bluetooth,front_camera,memory,mobile_depth,mobile_weight,number_of_cores,camera_pixels,screen_height,screen_width
428,1197,1.3,0,1.0,649,1629,1797,4.0,1,1.0,1,0.0,0,3.0,20.0,0.5,149,6,7.0,19,5.0
429,1048,0.9,0,N/A,966,1975,1458,N/A,1,,1,0.0,1,10.0,28.0,0.8,194,2,19.0,5,1.0
430,1887,3.0,1,1.0,1172,1798,3348,16.0,1,1.0,0,1.0,1,6.0,17.0,0.2,126,8,7.0,18,16.0
431,1772,0.5,1,0.0,270,545,1834,20.0,0,1.0,1,0.0,1,3.0,64.0,0.7,116,8,15.0,5,2.0
432,1421,2.8,0,1.0,781,1657,2775,14.0,1,0.0,1,1.0,0,0.0,57.0,0.4,165,1,2.0,13,8.0
433,1464,0.5,1,1.0,418,1341,1277,19.0,1,0.0,0,0.0,0,0.0,17.0,0.7,153,6,8.0,13,6.0
434,728,2.3,1,0.0,126,817,457,16.0,1,1.0,1,0.0,0,4.0,23.0,0.8,111,4,5.0,17,N/A
435,954,0.5,0,0.0,228,1058,438,2.0,1,0.0,0,0.0,1,0.0,,0.3,134,2,11.0,17,0.0
436,685,0.5,1,1.0,1091,1203,3210,2.0,1,1.0,1,1.0,0,8.0,13.0,0.8,82,7,15.0,15,7.0
437,1472,2.8,1,0.0,1452,1744,985,7.0,1,1.0,0,0.0,0,1.0,36.0,0.5,130,6,10.0,12,11.0
438,853,2.0,0,1.0,674,740,3701,8.0,1,1.0,0,1.0,1,,3.0,0.6,200,2,16.0,15,8.0
439,1469,2.1,0,0.0,398,1133,1052,3.0,0,1.0,0,0.0,0,0.0,8.0,0.7,123,7,,8,1.0
440,1310,,1,0.0,449,889,1175,8.0,0,0.0,0,0.0,1,6.0,,0.9,135,8,9.0,16,0.0
441,1654,1.8,0,0.0,1184,1719,1070,14.0,1,1.0,1,0.0,0,1.0,11.0,0.3,146,7,2.0,8,1.0
442,902,0.7,0,0.0,675,1285,3411,15.0,0,0.0,1,1.0,1,3.0,3.0,0.3,134,7,9.0,12,11.0
443,1448,1.4,1,0.0,1792,1850,1175,6.0,0,1.0,0,0.0,0,13.0,26.0,1.0,156,3,16.0,12,9.0
444,1631,0.9,1,1.0,177,1905,301,13.0,1,0.0,0,0.0,0,2.0,3.0,,198,7,12.0,13,@
445,1608,1.8,1,0.0,1013,1158,489,8.0,0,0.0,1,0.0,0,7.0,28.0,0.4,183,2,13.0,15,11.0
446,1991,2.7,0,1.0,1058,1325,1733,8.0,1,1.0,0,1.0,1,5.0,64.0,0.9,145,2,13.0,5,3.0
447,1349,2.0,1,0.0,592,772,2756,4.0,1,0.0,0,1.0,0,15.0,62.0,0.3,114,5,16.0,11,3.0
448,1589,2.5,0,1.0,810,1743,2612,16.0,1,0.0,0,1.0,0,5.0,51.0,0.8,195,1,18.0,8,2.0
449,1844,2.3,1,0.0,533,882,1724,14.0,0,1.0,1,0.0,1,,51.0,0.7,158,8,3.0,5,1.0
450,712,0.5,1,1.0,558,1208,2190,??,1,1.0,1,0.0,1,N/A,35.0,0.2,84,2,,16,12.0
451,972,1.7,0,1.0,681,1050,1900,19.0,1,0.0,1,0.0,1,0.0,54.0,0.7,107,3,4.0,16,8.0
452,1406,0.5,1,1.0,1017,1366,3915,2.0,1,0.0,1,1.0,0,2.0,34.0,0.8,98,3,5.0,9,8.0
453,1289,0.9,0,1.0,765,899,1043,11.0,1,1.0,0,0.0,0,10.0,25.0,1.0,178,6,12.0,6,2.0
454,932,1.3,0,0.0,1176,1224,3817,9.0,1,1.0,1,1.0,0,#,64.0,0.7,154,7,2.0,8,7.0
455,1747,0.9,0,1.0,947,1131,2362,19.0,1,1.0,0,1.0,1,6.0,48.0,0.7,94,3,19.0,17,2.0
456,1172,2.1,1,0.0,1314,1884,1107,,0,0.0,0,0.0,1,4.0,41.0,0.1,95,3,7.0,7,3.0
457,1128,1.4,0,,609,1370,2982,12.0,1,,0,1.0,1,12.0,,0.4,84,5,14.0,14,9.0
458,664,1.2,1,0.0,754,1497,2042,19.0,1,1.0,0,0.0,0,0.0,,0.9,106,5,5.0,17,15.0
459,513,0.5,0,1.0,619,867,1343,9.0,1,,0,0.0,1,6.0,,0.1,186,4,12.0,5,1.0
460,1742,2.3,1,1.0,453,681,2610,10.0,1,0.0,1,1.0,0,9.0,43.0,0.4,170,7,_,12,3.0
461,1512,1.7,0,0.0,205,884,2335,7.0,1,1.0,1,1.0,1,12.0,6.0,0.7,162,7,17.0,15,7.0
462,1986,0.5,1,1.0,282,1358,1614,3.0,1,1.0,1,0.0,0,3.0,51.0,0.1,165,8,20.0,17,12.0
463,965,1.5,1,N/A,130,998,1138,10.0,0,1.0,0,0.0,1,??,13.0,1.0,109,2,14.0,9,8.0
464,1067,2.4,1,1.0,494,1989,604,11.0,1,0.0,0,0.0,1,3.0,40.0,0.6,122,8,15.0,16,14.0
465,1583,1.6,0,1.0,275,862,3652,9.0,1,0.0,0,1.0,1,5.0,42.0,0.8,118,3,10.0,14,
466,1653,N/A,1,1.0,447,1785,3955,18.0,1,1.0,1,1.0,0,,37.0,0.9,176,4,6.0,19,4.0
467,1433,1.6,0,0.0,281,799,258,4.0,1,1.0,1,0.0,0,7.0,4.0,0.7,133,8,11.0,11,9.0
468,765,,0,1.0,6,793,1066,16.0,1,1.0,0,0.0,0,0.0,18.0,0.1,153,7,0.0,11,1.0
469,1845,0.5,1,0.0,292,695,1731,6.0,0,0.0,0,0.0,1,10.0,61.0,0.3,96,1,12.0,9,5.0
470,752,0.5,1,0.0,164,728,3860,16.0,0,0.0,0,1.0,0,1.0,48.0,0.7,87,7,,7,5.0
471,1948,2.8,1,0.0,631,1940,3630,_,0,1.0,0,1.0,0,#,16.0,0.1,100,5,10.0,9,7.0
472,1077,2.5,1,1.0,897,1304,1965,6.0,1,1.0,0,0.0,0,0.0,45.0,1.0,174,3,4.0,6,2.0
473,932,0.5,0,1.0,268,1078,1459,19.0,1,1.0,0,0.0,1,1.0,60.0,0.7,104,4,2.0,6,1.0
474,1968,0.9,0,0.0,861,1259,2323,7.0,0,0.0,1,1.0,0,,22.0,0.8,115,3,7.0,9,8.0
475,1122,1.2,0,0.0,331,790,3291,13.0,1,1.0,1,1.0,0,9.0,2.0,0.6,120,4,14.0,11,
476,1588,0.5,0,1.0,1064,1594,3272,@,1,1.0,0,1.0,0,0.0,61.0,0.8,159,1,13.0,18,0.0
477,601,2.1,0,0.0,509,548,918,12.0,0,0.0,0,0.0,0,4.0,26.0,0.3,101,4,18.0,9,1.0
478,1615,#,0,0.0,622,1256,3488,3.0,0,0.0,1,1.0,0,,15.0,0.1,132,4,16.0,16,2.0
479,1589,2.2,1,,957,1911,3961,14.0,1,0.0,1,1.0,1,2.0,58.0,0.1,128,4,4.0,16,14.0
480,1417,2.7,0,1.0,494,1649,590,6.0,1,0.0,1,0.0,1,2.0,56.0,0.9,114,6,4.0,11,3.0
481,1697,0.7,0,1.0,236,1264,3701,8.0,1,1.0,0,1.0,1,1.0,34.0,0.1,95,1,3.0,15,9.0
482,1330,1.3,1,0.0,980,1262,463,11.0,0,0.0,1,_,1,14.0,3.0,0.3,83,5,17.0,14,6.0
483,1476,0.5,0,1.0,1789,1972,3644,6.0,1,0.0,1,1.0,0,0.0,43.0,0.7,148,2,2.0,15,10.0
484,1579,1.5,0,0.0,831,1484,1713,10.0,1,1.0,1,,1,0.0,,0.2,142,6,18.0,16,4.0
485,1277,3.0,0,1.0,902,1090,429,14.0,1,1.0,1,0.0,0,,41.0,0.3,200,4,3.0,9,4.0
486,1089,0.9,1,1.0,636,1259,2765,10.0,1,0.0,1,1.0,1,12.0,2.0,0.7,145,5,,13,12.0
487,1663,2.5,1,1.0,831,1439,2084,18.0,1,0.0,0,1.0,1,13.0,_,0.3,169,4,14.0,7,1.0
488,1949,1.8,0,0.0,518,592,1125,9.0,0,@,0,0.0,0,0.0,20.0,0.8,186,5,4.0,17,10.0
489,1138,1.1,0,1.0,233,1777,2048,18.0,1,1.0,1,1.0,0,5.0,48.0,0.6,109,3,14.0,6,0.0
490,685,2.7,0,0.0,725,870,1223,18.0,1,0.0,1,0.0,0,7.0,17.0,0.3,174,6,20.0,8,0.0
491,1889,2.8,0,1.0,170,1106,3672,3.0,1,1.0,1,1.0,0,5.0,31.0,1.0,132,1,10.0,5,1.0
492,857,2.0,1,0.0,157,948,3100,13.0,1,1.0,0,1.0,1,3.0,17.0,0.2,195,7,,17,5.0
493,1902,2.8,1,N/A,1142,1393,343,18.0,0,1.0,0,,0,6.0,50.0,0.8,124,8,9.0,11,8.0
494,1225,2.4,0,0.0,840,982,1970,15.0,1,1.0,0,,1,0.0,15.0,0.1,155,5,0.0,16,8.0
495,1066,1.6,0,0.0,401,1586,2728,17.0,1,1.0,1,1.0,0,5.0,39.0,0.6,131,5,17.0,6,0.0
496,1554,0.5,1,0.0,395,1579,3635,18.0,0,0.0,0,1.0,1,11.0,5.0,1.0,124,3,12.0,7,4.0
497,1337,0.5,0,0.0,48,644,2180,16.0,1,0.0,1,0.0,0,13.0,31.0,0.8,186,2,20.0,7,4.0
498,1926,1.7,1,1.0,982,1157,2488,_,1,0.0,0,1.0,1,1.0,33.0,0.4,172,3,2.0,6,1.0
499,869,1.3,1,0.0,478,539,3864,11.0,1,0.0,0,1.0,0,3.0,34.0,0.1,104,2,4.0,13,3.0
500,1278,0.5,1,,581,750,1155,20.0,0,0.0,1,0.0,1,1.0,54.0,0.1,104,8,_,7,1.0
501,1773,2.5,0,@,1215,1472,3566,13.0,1,0.0,1,,1,N/A,32.0,0.6,170,6,18.0,17,6.0
502,1661,0.8,1,_,594,1337,864,2.0,1,0.0,1,0.0,1,1.0,6.0,1.0,109,7,2.0,9,8.0
503,1438,2.2,0,1.0,683,1663,869,9.0,1,1.0,1,0.0,0,0.0,32.0,0.6,176,7,6.0,19,13.0
504,1661,,0,0.0,536,861,591,9.0,1,1.0,1,0.0,1,0.0,,0.3,119,2,0.0,9,2.0
505,1846,0.6,0,0.0,83,773,1333,11.0,0,1.0,1,0.0,1,1.0,19.0,0.7,159,1,2.0,15,6.0
506,1260,2.0,1,1.0,905,1313,2208,10.0,1,0.0,1,1.0,1,2.0,23.0,0.2,123,7,,12,11.0
507,512,0.5,1,0.0,249,1849,2610,15.0,0,1.0,1,1.0,1,7.0,15.0,0.9,83,3,15.0,18,14.0
508,581,,0,0.0,803,1613,2819,9.0,0,0.0,1,,0,0.0,#,@,185,5,,19,17.0
509,1872,2.3,0,0.0,459,1259,1955,15.0,1,0.0,1,1.0,1,6.0,44.0,0.7,134,3,15.0,9,4.0
510,687,1.3,0,1.0,584,1151,3416,8.0,1,1.0,0,1.0,1,9.0,50.0,0.6,151,4,20.0,14,6.0
511,1062,2.5,1,0.0,1596,1807,3803,16.0,0,0.0,1,1.0,1,6.0,10.0,0.9,160,1,13.0,7,3.0
512,1678,2.3,1,0.0,418,1763,574,19.0,1,0.0,0,0.0,1,11.0,7.0,0.5,192,1,14.0,5,3.0
513,1417,0.5,0,,364,1029,2129,12.0,1,0.0,1,0.0,1,10.0,45.0,0.9,166,4,19.0,13,
514,1074,2.4,1,1.0,946,952,1948,,1,1.0,1,0.0,0,2.0,9.0,0.9,103,6,@,13,1.0
515,1832,0.7,0,0.0,186,654,2978,18.0,0,0.0,0,1.0,0,_,2.0,0.6,90,7,6.0,18,7.0
516,1039,1.3,0,1.0,1428,1827,1619,10.0,1,1.0,1,0.0,0,0.0,12.0,0.8,200,8,0.0,7,1.0
517,1059,2.4,0,0.0,1613,1916,3716,,1,1.0,0,1.0,0,8.0,61.0,N/A,134,3,18.0,15,
518,1606,1.4,0,0.0,1127,1924,3454,20.0,0,0.0,1,1.0,0,3.0,57.0,0.1,154,4,4.0,13,8.0
519,1928,1.8,0,1.0,691,1580,3777,13.0,1,??,1,1.0,1,9.0,19.0,1.0,187,3,20.0,7,2.0
520,1875,0.5,1,1.0,1802,1942,2712,6.0,1,0.0,1,1.0,1,11.0,55.0,0.7,91,1,17.0,7,2.0
521,1128,1.1,0,1.0,751,1582,1434,11.0,1,0.0,0,0.0,1,9.0,46.0,0.9,135,8,10.0,5,0.0
522,1748,1.7,1,N/A,859,1234,3968,3.0,1,0.0,1,1.0,0,6.0,14.0,0.5,146,3,7.0,16,
523,1413,0.5,1,,187,517,3383,2.0,0,0.0,0,1.0,0,5.0,51.0,0.3,117,5,11.0,16,5.0
524,825,N/A,1,1.0,206,1917,3278,2.0,1,0.0,1,1.0,0,0.0,23.0,0.1,86,2,0.0,8,6.0
525,1589,1.4,0,#,1673,1759,3970,18.0,1,0.0,1,1.0,1,3.0,26.0,0.1,100,8,16.0,16,8.0
526,535,0.5,1,,710,939,2674,10.0,1,0.0,0,1.0,1,8.0,54.0,0.5,145,8,15.0,14,8.0
527,1780,0.5,0,0.0,1331,1463,2776,14.0,1,,1,1.0,1,6.0,27.0,0.1,190,4,11.0,19,17.0
528,1671,0.6,1,,263,848,2336,7.0,1,,0,1.0,0,7.0,61.0,0.1,129,2,11.0,10,4.0
529,1821,0.9,0,1.0,97,1803,2430,6.0,1,1.0,1,1.0,0,9.0,12.0,0.3,114,1,18.0,7,4.0
530,1076,2.6,0,1.0,129,915,891,9.0,1,1.0,0,0.0,1,3.0,38.0,0.7,119,6,??,18,3.0
531,532,0.8,1,0.0,1213,1354,728,8.0,1,1.0,0,0.0,1,3.0,8.0,0.1,193,5,10.0,13,5.0
532,777,2.6,0,0.0,189,1143,3886,7.0,1,0.0,0,1.0,1,3.0,30.0,0.9,148,5,17.0,14,10.0
533,1217,0.5,0,0.0,628,632,1711,9.0,1,0.0,1,0.0,1,3.0,17.0,0.5,182,4,13.0,7,3.0
534,1656,1.6,1,0.0,320,899,2856,20.0,1,1.0,1,1.0,1,0.0,16.0,1.0,117,7,2.0,14,3.0
535,1185,1.9,0,0.0,837,1642,2447,3.0,1,1.0,1,,0,0.0,31.0,0.4,152,8,7.0,16,2.0
536,577,2.4,0,1.0,1087,1450,814,19.0,1,1.0,1,0.0,0,8.0,37.0,0.9,161,6,20.0,11,7.0
537,737,2.4,1,0.0,781,1463,2951,10.0,0,1.0,0,1.0,1,7.0,,0.6,193,4,16.0,7,
538,704,2.2,1,0.0,251,1013,3653,15.0,1,1.0,1,1.0,0,4.0,53.0,0.2,186,6,6.0,7,1.0
539,525,0.5,1,,262,1587,1891,12.0,0,1.0,0,0.0,1,5.0,51.0,0.5,137,8,11.0,18,3.0
540,504,0.5,1,0.0,767,1665,701,15.0,1,0.0,1,0.0,1,5.0,16.0,0.1,166,1,9.0,17,15.0
541,793,1.2,1,,1226,1815,3139,12.0,1,1.0,1,1.0,0,1.0,38.0,0.6,176,4,7.0,6,1.0
542,569,0.6,1,0.0,389,739,2811,7.0,1,0.0,1,0.0,0,2.0,39.0,0.1,184,8,9.0,7,6.0
543,1590,1.9,1,,920,963,1701,4.0,1,0.0,1,0.0,0,3.0,21.0,1.0,160,5,18.0,11,4.0
544,707,0.5,0,1.0,1027,1508,1853,12.0,1,1.0,1,0.0,0,0.0,16.0,0.1,194,2,0.0,17,14.0
545,767,1.9,0,1.0,271,1000,2445,#,1,,1,0.0,0,16.0,19.0,0.2,185,6,17.0,6,1.0
546,1350,0.5,1,1.0,369,544,2287,8.0,1,1.0,0,0.0,1,0.0,50.0,0.8,181,8,4.0,15,1.0
547,1117,0.6,1,0.0,1258,1627,2003,14.0,0,1.0,1,1.0,1,0.0,31.0,0.2,146,2,7.0,8,7.0
548,641,1.1,0,1.0,417,759,3595,19.0,1,1.0,1,1.0,1,0.0,7.0,0.9,192,1,3.0,7,5.0
549,1002,0.8,1,1.0,1345,1416,1726,19.0,1,,1,0.0,0,0.0,35.0,0.5,83,2,4.0,16,5.0
550,1408,2.1,1,0.0,613,1088,3952,3.0,0,0.0,1,1.0,1,10.0,45.0,,89,5,14.0,8,6.0
551,1900,2.0,1,0.0,912,1596,850,4.0,1,1.0,1,0.0,1,1.0,41.0,0.5,190,8,6.0,5,#
552,726,2.9,0,0.0,666,760,1446,8.0,1,1.0,0,0.0,0,0.0,43.0,0.1,101,8,0.0,17,2.0
553,1544,,0,@,236,857,1300,18.0,1,1.0,0,0.0,0,12.0,45.0,0.1,113,8,20.0,8,7.0
554,1454,1.6,0,,186,1100,719,10.0,1,1.0,1,0.0,1,,21.0,0.2,160,4,10.0,14,10.0
555,1230,2.2,1,0.0,416,676,988,9.0,0,1.0,1,0.0,1,6.0,,0.8,123,5,7.0,11,5.0
556,1552,1.2,0,1.0,430,658,2606,12.0,1,0.0,0,1.0,0,10.0,53.0,0.3,180,8,18.0,13,6.0
557,1519,2.1,0,0.0,168,1239,2912,15.0,1,1.0,0,1.0,0,0.0,N/A,0.7,200,1,#,11,10.0
558,723,1.9,0,0.0,1467,1901,2339,17.0,0,1.0,1,1.0,1,,30.0,0.3,102,1,7.0,19,
559,1191,2.4,1,0.0,179,1813,1028,8.0,1,1.0,1,0.0,0,2.0,13.0,0.9,169,1,7.0,14,6.0
560,1168,1.3,0,0.0,159,1578,3173,17.0,0,,1,,0,9.0,61.0,0.1,90,8,10.0,9,4.0
561,1229,0.5,1,0.0,120,1878,1667,17.0,0,0.0,1,0.0,0,15.0,14.0,0.8,191,2,16.0,17,6.0
562,1758,0.5,0,1.0,762,1864,1897,15.0,1,,0,1.0,1,11.0,13.0,0.6,190,8,14.0,6,2.0
563,1290,0.5,0,0.0,600,1109,1214,15.0,0,1.0,1,0.0,0,0.0,3.0,,143,6,4.0,9,8.0
564,574,2.8,1,0.0,286,1171,3269,10.0,0,1.0,0,1.0,0,16.0,38.0,0.1,90,6,17.0,8,7.0
565,1271,0.5,0,0.0,1350,1949,445,14.0,0,0.0,1,0.0,1,12.0,@,0.1,113,7,15.0,15,
566,1170,1.2,0,0.0,27,1722,1073,8.0,1,1.0,0,#,1,4.0,_,0.4,83,8,15.0,6,4.0
567,1269,1.3,0,0.0,1597,1920,665,@,0,0.0,0,0.0,1,14.0,52.0,,118,2,15.0,18,5.0
568,1288,2.8,1,0.0,1177,1809,3129,2.0,0,0.0,0,1.0,0,15.0,50.0,0.1,121,2,20.0,17,
569,1366,,1,1.0,402,964,3501,3.0,1,0.0,0,1.0,1,0.0,34.0,0.1,150,2,9.0,13,11.0
570,1572,0.8,1,1.0,577,1237,3461,??,1,1.0,1,1.0,1,7.0,8.0,0.8,169,5,8.0,6,3.0
571,1627,0.9,1,1.0,52,1082,3206,16.0,1,1.0,0,1.0,0,9.0,32.0,0.1,180,6,16.0,12,??
572,1701,0.5,0,1.0,364,828,3717,10.0,1,1.0,0,1.0,1,13.0,46.0,0.9,115,2,15.0,11,0.0
573,1900,0.5,1,1.0,934,1241,3917,18.0,1,0.0,1,1.0,1,0.0,55.0,,171,1,1.0,15,5.0
574,1974,1.0,0,0.0,250,545,861,6.0,1,0.0,1,0.0,0,4.0,24.0,0.3,80,7,13.0,7,4.0
575,1197,0.5,1,0.0,214,1710,2885,14.0,1,1.0,1,1.0,1,,,0.1,129,5,10.0,19,7.0
576,587,2.3,1,0.0,612,1793,2777,14.0,1,1.0,0,1.0,1,4.0,6.0,#,170,1,16.0,9,
577,934,#,0,0.0,1111,1463,1017,9.0,0,0.0,1,0.0,0,N/A,24.0,0.8,112,5,12.0,12,7.0
578,1195,2.0,1,1.0,163,1100,980,17.0,1,0.0,0,N/A,0,1.0,23.0,0.1,82,4,9.0,13,
579,1853,1.0,0,0.0,202,1951,2775,17.0,1,0.0,0,1.0,1,2.0,23.0,0.4,92,1,15.0,14,4.0
580,1164,1.0,0,1.0,729,1704,3309,3.0,1,0.0,1,1.0,0,4.0,19.0,0.9,95,8,_,15,3.0
581,1512,0.5,0,1.0,1079,1897,3607,6.0,1,1.0,1,1.0,1,8.0,18.0,@,88,3,17.0,12,10.0
582,1232,2.9,1,1.0,361,809,1257,16.0,1,0.0,0,0.0,0,1.0,24.0,0.3,169,5,17.0,16,10.0
583,1813,0.6,1,1.0,338,1306,759,14.0,1,1.0,0,0.0,1,0.0,5.0,0.2,198,3,8.0,9,3.0
584,946,2.6,1,0.0,1698,1771,3720,4.0,0,1.0,0,1.0,1,17.0,5.0,0.1,166,3,20.0,15,7.0
585,739,,1,,1052,1536,475,6.0,1,0.0,1,0.0,1,2.0,58.0,0.1,88,3,4.0,7,6.0
586,704,2.7,0,1.0,1108,1509,1122,10.0,1,1.0,1,0.0,1,8.0,29.0,0.2,80,1,10.0,9,3.0
587,1663,0.5,0,0.0,951,1545,1336,15.0,1,0.0,0,0.0,1,0.0,40.0,0.6,147,4,15.0,8,5.0
588,1966,1.4,1,0.0,1197,1987,1185,20.0,0,1.0,0,1.0,1,2.0,40.0,0.9,185,8,18.0,11,2.0
589,1219,1.0,1,0.0,473,1022,705,6.0,0,1.0,1,0.0,0,0.0,17.0,0.7,196,5,4.0,11,3.0
590,612,,0,0.0,1294,1337,3169,6.0,0,0.0,0,,1,6.0,35.0,0.6,181,5,12.0,14,9.0
591,1658,1.4,0,1.0,410,522,3483,15.0,1,0.0,1,1.0,1,0.0,39.0,0.7,182,1,5.0,10,1.0
592,1263,0.5,0,,178,1883,1183,17.0,0,0.0,1,0.0,0,12.0,64.0,0.3,175,5,18.0,14,3.0
593,1395,2.8,0,1.0,782,1787,3373,16.0,1,1.0,0,1.0,1,0.0,55.0,0.6,118,3,1.0,11,2.0
594,621,2.7,1,0.0,434,910,2801,5.0,1,1.0,1,1.0,1,0.0,54.0,0.1,151,4,20.0,6,1.0
595,652,0.5,1,0.0,464,781,565,9.0,0,0.0,1,0.0,0,1.0,,0.6,142,3,2.0,18,12.0
596,1175,0.6,0,0.0,137,1501,3153,12.0,1,0.0,0,1.0,0,10.0,25.0,0.1,145,2,12.0,9,4.0
597,561,1.0,0,0.0,492,1176,3421,5.0,1,1.0,1,1.0,1,0.0,11.0,0.1,163,8,10.0,16,2.0
598,1137,2.2,0,1.0,1250,1285,316,17.0,1,0.0,0,0.0,0,6.0,3.0,0.9,173,5,7.0,15,14.0
599,1835,2.3,0,1.0,385,583,448,14.0,1,0.0,0,0.0,1,4.0,11.0,0.1,193,7,,18,17.0
600,1170,2.9,1,,427,684,2366,2.0,1,1.0,1,0.0,0,2.0,40.0,0.4,169,6,5.0,16,8.0
601,1595,0.8,1,1.0,1024,1838,3881,9.0,1,0.0,1,1.0,1,0.0,44.0,0.7,85,4,20.0,14,10.0
602,1719,2.0,0,0.0,240,904,462,5.0,0,,0,0.0,1,0.0,_,0.3,122,8,7.0,6,3.0
603,1770,2.3,1,0.0,886,1552,1480,,1,0.0,0,0.0,0,0.0,7.0,0.8,128,7,,6,1.0
604,1312,0.5,1,1.0,1233,1854,1087,14.0,1,0.0,0,0.0,0,0.0,28.0,0.8,163,2,0.0,17,16.0
605,1878,1.5,1,1.0,183,559,2711,3.0,1,1.0,1,1.0,0,5.0,56.0,0.3,139,5,13.0,8,2.0
606,1871,2.0,0,1.0,88,1682,2144,12.0,1,1.0,1,1.0,1,7.0,20.0,0.1,81,7,14.0,13,
607,922,1.5,1,1.0,1016,1383,1165,4.0,1,1.0,1,0.0,0,1.0,35.0,0.9,188,7,15.0,19,6.0
608,1975,1.5,0,1.0,80,655,2998,13.0,1,1.0,0,1.0,1,6.0,16.0,,128,8,11.0,5,4.0
609,1212,2.6,0,1.0,611,1715,2249,4.0,1,1.0,1,1.0,0,1.0,46.0,,102,4,8.0,14,@
610,1430,0.9,0,0.0,569,906,752,,0,0.0,1,0.0,1,3.0,56.0,,179,3,_,17,8.0
611,1958,1.9,1,0.0,304,637,1409,3.0,0,0.0,0,0.0,1,,4.0,0.2,190,2,3.0,16,
612,1836,2.1,1,1.0,276,1230,3072,5.0,1,1.0,0,1.0,1,0.0,30.0,0.2,184,7,15.0,7,3.0
613,557,1.6,0,0.0,1131,1315,1305,3.0,1,N/A,1,0.0,1,0.0,24.0,0.5,125,3,0.0,12,8.0
614,539,0.6,1,0.0,551,599,3597,9.0,0,0.0,0,1.0,1,??,21.0,0.1,145,7,14.0,14,
615,880,_,1,0.0,436,1302,3132,6.0,0,1.0,1,1.0,0,1.0,44.0,0.5,172,8,15.0,8,7.0
616,1369,#,1,0.0,553,727,3856,18.0,0,1.0,1,1.0,1,6.0,34.0,0.5,162,1,7.0,18,4.0
617,1109,2.7,1,0.0,1391,1787,1524,7.0,1,1.0,1,0.0,1,1.0,39.0,0.4,98,1,_,15,10.0
618,843,1.8,1,0.0,981,1096,3673,20.0,1,0.0,1,1.0,0,0.0,16.0,0.1,166,5,6.0,12,1.0
619,598,,1,0.0,680,1173,3293,7.0,1,0.0,1,1.0,0,7.0,21.0,,196,2,10.0,8,4.0
620,972,2.7,1,0.0,687,816,3035,_,1,0.0,1,1.0,1,1.0,5.0,1.0,126,4,2.0,12,7.0
621,1944,0.5,0,1.0,1060,1970,584,13.0,1,1.0,0,0.0,1,#,36.0,0.1,197,6,18.0,17,14.0
622,1225,0.7,1,1.0,217,1101,2675,15.0,1,1.0,0,#,0,#,2.0,0.6,138,7,1.0,12,11.0
623,644,1.3,1,1.0,1140,1654,2382,19.0,1,0.0,1,1.0,1,7.0,30.0,0.5,114,1,16.0,9,0.0
624,1919,1.5,0,1.0,304,1191,1391,12.0,1,0.0,1,0.0,0,#,48.0,0.8,150,4,6.0,19,13.0
625,501,2.3,0,1.0,504,1089,2346,2.0,1,0.0,1,0.0,0,12.0,54.0,0.3,131,4,19.0,13,12.0
626,1620,2.2,1,_,832,1033,606,18.0,1,0.0,0,0.0,1,0.0,30.0,0.2,185,3,3.0,6,0.0
627,1227,1.1,1,0.0,935,1781,1324,12.0,0,1.0,1,0.0,1,0.0,34.0,0.2,130,3,3.0,7,3.0
628,1359,0.5,1,1.0,446,901,1076,4.0,1,1.0,1,0.0,1,1.0,58.0,0.5,107,6,3.0,16,8.0
629,1914,0.7,0,0.0,942,1701,643,8.0,1,0.0,1,0.0,0,1.0,,0.6,118,8,2.0,17,1.0
630,1645,1.8,0,,897,1308,783,20.0,1,0.0,0,0.0,1,,21.0,0.7,123,7,2.0,10,8.0
631,1063,1.1,0,1.0,1208,1232,3809,5.0,1,0.0,1,1.0,1,0.0,26.0,,101,5,2.0,17,16.0
632,946,2.1,0,1.0,159,630,2104,16.0,1,1.0,0,0.0,0,0.0,19.0,0.2,154,8,0.0,7,4.0
633,1231,1.2,1,0.0,632,1184,1762,6.0,1,1.0,0,0.0,0,5.0,54.0,0.8,185,3,10.0,5,3.0
634,1397,2.9,1,0.0,1308,1991,3137,11.0,1,1.0,1,1.0,0,13.0,9.0,0.5,87,6,18.0,12,1.0
635,701,0.7,0,0.0,1002,1256,1756,17.0,1,1.0,1,0.0,1,7.0,15.0,0.5,160,3,11.0,6,3.0
636,570,,1,0.0,1331,1917,3663,14.0,0,0.0,0,1.0,1,2.0,9.0,0.3,111,7,,14,#
637,1993,0.5,0,1.0,150,510,2437,9.0,1,0.0,0,1.0,1,10.0,27.0,0.3,147,8,11.0,14,0.0
638,955,0.5,1,0.0,1248,1511,1432,_,1,1.0,1,0.0,0,4.0,43.0,0.9,143,5,8.0,12,@
639,924,0.5,1,1.0,108,1813,1620,12.0,1,0.0,0,0.0,0,0.0,47.0,0.3,167,8,6.0,17,15.0
640,600,0.5,0,0.0,320,747,1655,9.0,0,0.0,0,0.0,0,0.0,14.0,0.8,112,5,2.0,18,0.0
641,518,0.8,1,0.0,437,1947,2832,8.0,1,0.0,1,1.0,0,0.0,3.0,0.1,178,7,1.0,5,0.0
642,1063,,0,1.0,295,935,961,5.0,1,1.0,0,0.0,1,0.0,31.0,0.9,95,6,,16,6.0
